"구  분","부문명","시도별","항목","단위","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월","2023.06 월","2023.07 월","2023.08 월","2023.09 월","2023.10 월","2023.11 월",
"합","공공임대","경북","사용검사실적","","0","1168","0","0","852","0","473","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2610","0","0","0","0","0","201","0","0","1564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","219","3230","1","0","0","0","410","0","0","0","389","0","0","0","0","0","0","20","358","0","0","1","8","0","0","1738","0","-869","0","0","0","200","0","0","0","0","0","0","0","0","110","0","200","0","244","765","99","440","500","0","0","0","0","0","460","0","0","0","0","0","0","0","103","40","0","0","0","0",
"합","공공임대","경남","사용검사실적","","0","0","0","0","560","0","0","600","0","0","156","-392","0","0","0","0","0","0","876","0","138","0","194","1369","0","0","0","575","0","0","0","0","0","0","946","0","0","824","0","0","0","0","0","0","0","1075","0","404","140","0","0","1946","1","533","0","0","210","867","0","460","0","0","9","0","2","0","0","20","0","196","0","1200","0","0","849","0","0","150","0","0","360","0","416","0","0","0","917","0","40","500","0","0","0","0","0","0","0","0","0","0","1","201","0","0","50","464","30","0","0","0","0","0","90","0","0","30","0","0","211",
"합","공공임대","제주","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","358","0","0","0","360","0","0","0","716","0","384","0","0","0","0","0","0","0","0","0","0","0","0","0","548","0","560","0","0","0","0","0","0","0","0","0","0","0","280","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","0","80","198",
"합","공공분양","전국","사용검사실적","","1622","40","1649","6475","5329","4214","5334","2060","323","1194","3702","773","2200","0","2161","3272","579","7310","1641","3515","1450","523","2089","911","1674","-1","1805","1761","1896","4146","531","1749","3425","1296","775","3502","0","0","0","1803","727","2857","4613","992","742","4239","2343","3162","0","3784","700","0","2820","1685","2956","1089","3494","1553","343","855","388","2183","190","0","4219","1605","1149","1564","1677","1682","0","1703","2460","1392","81","0","970","5080","1326","2039","1719","914","82","1239","555","2465","980","1416","629","2913","3016","394","3945","13652","0","3038","1","601","533","533","944","1816","1144","3149","3794","5275","606","2101","11","0","653","2246","1709","290","1804","330","1248","8229","3992",
"합","공공분양","서울","사용검사실적","","348","0","847","2494","1690","0","1836","1029","-993","402","405","0","426","0","-426","1011","0","1077","0","0","233","0","0","0","0","0","0","0","0","0","531","560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","575","0","0","0","0","0","0","0","818","0","0","238","0","0","0","732","0","0","190","0","394","0","0","0","0","0","0","0","0","0","0","0","0","1239","0","0","82","2","55","2465","0","-55","21","0","1282","394","0","0","0","55","0","0","134","0","0","63","0","0","0","0","0","66","0","0","0","398","0","0","0","0","348","0","0",
"합","공공분양","인천","사용검사실적","","566","0","0","0","0","2259","1121","150","0","792","0","-2254","0","0","0","0","0","3036","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","743","0","0","1160","0","0","0","0","0","0","662","0","0","0","0","0","0","0","0","0","0","616","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","920","0","0","0","0","0","0","0","0","1452","0","0","0","0","0","0","0","2562","0","0","0","0","0","0","0","0","0","0","0","0","246","2277","870",
"합","공공분양","경기","사용검사실적","","0","0","488","696","2971","660","1762","851","0","0","1541","1390","0","0","0","615","820","2097","-1472","3261","517","0","0","0","1674","-1","1075","821","1896","2995","0","1145","1552","1389","570","3381","0","0","0","0","727","2418","1018","420","0","4239","1025","2451","0","1980","700","0","1619","1685","552","859","1487","0","0","0","0","681","0","0","1526","1297","755","948","0","1198","0","1155","0","704","81","0","0","4101","0","800","1719","914","0","210","0","0","60","232","605","804","1734","0","2039","7960","0","1531","1","601","0","0","0","1267","1144","587","3086","5055","606","1409","0","0","653","1848","1709","290","1402","330","654","4957","2802",
"합","공공분양","부산","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","44","0","900","0","-44","0","0","0","652","0","0","0","0","0","0","0","0","0","0","0","0","1201","0","0","0","0","0","163","0","0","0","0","0","0","0","0","0","1677","0","0","0","2460","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1239","0","0","0","0","0","0","0","0","0","0","0","0","0","486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","공공분양","대구","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1774","0","0","0","0","0","0","0","487","0","0","0","730","730","0","0","0","0","0","0","0","165","0","0","0","0","0","0","1254","572","742","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","688","0","0","0","0","0","0","0","0","0","1024","0","0","0","0","0","844","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","공공분양","광주","사용검사실적","","0","0","0","727","0","0","0","0","0","0","0","299","784","0","0","0","-784","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","공공분양","대전","사용검사실적","","0","0","0","860","0","1220","0","0","0","0","0","356","0","0","0","0","0","655","0","0","0","0","0","0","0","0","0","0","0","711","0","0","0","0","0","0","0","0","0","0","0","439","819","0","0","0","0","0","0","0","0","0","0","0","0","230","1345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1762","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","공공분양","울산","사용검사실적","","100","0","0","0","108","0","0","30","892","0","0","0","0","0","0","0","1189","0","0","0","0","0","0","30","0","0","0","0","0","440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","공공분양","세종","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","982","0","0","0","0","0","350","1623","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1522","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3574","0","0","0","0","399","0","398","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","995","0",
"합","공공분양","강원","사용검사실적","","0","40","0","0","560","0","0","0","424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","136","0","205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1586","0","0","0","0","855","0","0","190","0","0","0","0","0","0","0","0","548","0","0","0","0","0","979","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","공공분양","충북","사용검사실적","","0","0","314","1074","0","75","0","0","0","0","896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1315","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","970","0","1326","0","0","0","0","3","0","0","0","0","2","1265","0","0","1288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","공공분양","충남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","860","0","0","0","0","290","0","0","942","0","0","0","800","0","0","0","0","0","0","0","0","0","744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","600","0","0","0","0","0","0","0","0","0","0","0","708","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","공공분양","전북","사용검사실적","","560","0","0","0","0","0","0","0","0","0","0","0","990","0","210","0","-646","0","0","0","0","483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","711","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","546","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","공공분양","전남","사용검사실적","","48","0","0","624","0","0","204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","851","0","0","0","0","0","0","0","0","993","-993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","0","0","0","0","0","0","308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","356","0","0","0","0","0","0","0","0","0","0","0","140","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","공공분양","경북","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","560","0","0","0","0","0","0","0","0","0","0","0","0","210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","388","0","0","0","0","0","0","0","0","484","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","626","11","0","0","0","0","0","0","0","0","0","0",
"합","공공분양","경남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1356","0","0","0","0","700","0","802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","0","0","0","0","0","0","0","644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","0","320",
"합","공공분양","제주","사용검사실적","","0","0","0","0","0","0","411","0","0","0","0","0","0","0","0","0","0","0","548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","소계","전국","사용검사실적","","1066","599","2374","4384","6729","5263","2901","2402","-2041","400","506","-2966","1016","90","163","585","1189","6277","500","0","659","1079","0","929","1746","15","533","0","0","2370","531","1110","710","0","48","895","0","0","306","0","156","439","1413","739","2942","117","575","3340","1289","-533","56","342","1011","1685","1006","0","754","3252","0","200","40","2831","0","0","1506","591","2895","100","1882","804","0","1153","2460","704","166","0","1091","1717","-789","300","30","1295","283","3326","261","4168","60","595","0","844","4235","394","2156","3861","22","8163","0","0","0","3384","1350","664","0","4259","830","2354","343","258","12","1109","999","979","209","63","464","0","0","1","85",
"지자체","소계","서울","사용검사실적","","1018","0","2374","4384","5259","231","2051","2224","-2401","0","426","96","426","0","-397","585","0","1077","0","0","659","596","0","433","73","15","533","0","0","0","531","1110","710","0","48","0","0","0","148","0","0","0","0","319","2200","117","575","0","0","0","0","0","0","0","818","0","754","3252","0","0","0","2391","0","0","297","0","646","0","0","229","0","0","0","0","166","0","0","0","0","0","0","0","183","3196","65","4018","0","-55","0","0","1282","394","2","516","22","1102","0","0","0","675","0","64","0","0","0","1705","315","66","1","0","0","0","0","63","350","0","0","1","7",
"지자체","소계","인천","사용검사실적","","0","0","0","0","0","2523","850","178","0","0","0","-3373","0","0","0","0","0","4149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","0","0","0","0","0","0","0","548","-548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1452","0","0","0","0","550","0","0","2562","0","0","0","0","0","1109","0","0","0","0","0","0","0","0","0",
"지자체","소계","경기","사용검사실적","","0","559","0","0","802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1673","0","0","0","0","1540","0","0","0","0","0","0","0","0","0","0","0","0","1413","420","0","0","0","2801","0","15","56","342","1011","1685","0","0","0","0","0","100","40","152","0","0","1089","591","2149","100","970","0","0","0","0","704","0","0","-704","704","0","300","30","1295","0","0","0","0","60","562","0","0","2953","0","866","2871","0","1948","0","0","0","2078","800","0","0","1697","0","137","0","0","0","0","0","866","106","0","74","0","0","0","0",
"지자체","소계","부산","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","830","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","395","2460","0","0","0","-913","913","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1969","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","0","88","0","0","0","0","0","0",
"지자체","소계","대구","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","895","0","0","0","0","0","0","0","0","742","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","844","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0",
"지자체","소계","광주","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","299","590","0","0","0","0","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","498","0","0","0","0","0","0","0","0","0","0","0","0","0","288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","소계","대전","사용검사실적","","0","0","0","0","0","1220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","439","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1762","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","소계","울산","사용검사실적","","0","0","0","0","108","0","0","0","0","0","0","-108","0","0","0","0","1189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","437","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","소계","세종","사용검사실적","","0","0","0","0","0","0","0","0","0","400","0","0","0","0","0","0","0","350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","소계","강원","사용검사실적","","0","40","0","0","0","0","0","0","360","0","80","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","648","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","소계","충북","사용검사실적","","0","0","0","0","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","741","0","0","0","0","0","188","0","0","0","0","0","0","0","0","0","120","0","100","0","0","0","0","0","0","0","0","0","970","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","1288","-1288","0","1692","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","소계","충남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","600","0","0","0","75","28","112","0","0","0","100","0","0","0","0","0","0","0",
"지자체","소계","전북","사용검사실적","","0","0","0","0","0","1214","0","0","0","0","0","0","0","0","0","0","0","606","0","0","0","483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","832","0","0","110","0","0","0","0","0","100","80","0","0","0","0","0","0","0","0","88","0","0","0","0","0","0","0","0","0","0","0","98","0","0","0","0","830","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","소계","전남","사용검사실적","","48","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","소계","경북","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","560","0","0","0","0","0","0","0","0","496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1738","0","-869","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","40","0","0","0","0",
"지자체","소계","경남","사용검사실적","","0","0","0","0","560","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","575","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","소계","제주","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","15","0","0","0","0","0","78",
"지자체","국민임대","전국","사용검사실적","","203","0","599","665","1792","231","0","1171","-1013","0","0","832","0","0","0","0","0","0","0","0","0","596","0","346","0","15","76","0","0","0","0","550","710","0","48","0","0","0","0","0","0","0","0","319","0","117","0","0","0","0","0","342","0","0","0","0","245","649","0","0","0","150","0","0","107","0","252","0","0","575","0","425","0","0","166","0","0","0","0","300","0","0","0","560","100","0","0","0","0","0","2075","0","0","0","22","0","0","0","0","0","0","0","0","0","0","437","315","0","1","0","0","1","15","0","74","0","0","0","0",
"지자체","국민임대","서울","사용검사실적","","203","0","599","665","1792","231","0","1171","-1373","0","0","440","0","0","0","0","0","0","0","0","0","596","0","346","0","15","76","0","0","0","0","550","710","0","48","0","0","0","0","0","0","0","0","319","0","117","0","0","0","0","0","0","0","0","0","0","587","649","0","0","0","150","0","0","107","0","252","0","0","0","0","0","0","0","166","0","0","0","0","0","0","0","0","560","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","315","0","1","0","0","0","0","0","0","0","0","0","0",
"지자체","국민임대","인천","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","국민임대","경기","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","342","0","0","0","0","-342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","0","2075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74","0","0","0","0",
"지자체","국민임대","부산","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","국민임대","대구","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",
"지자체","국민임대","광주","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","국민임대","대전","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","국민임대","울산","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","437","0","0","0","0","0","0","0","0","0","0","0","0","0",
"지자체","국민임대","세종","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
