"구  분","부문명","시도별","항목","단위","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월","2023.06 월","2023.07 월","2023.08 월","2023.09 월","2023.10 월","2023.11 월",
"LH","공공임대","제주","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","560","0","0","0","0","0","0","0","0","0","0","0","280","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","0","80","120",
"LH","공공분양","전국","사용검사실적","","1126","0","802","3981","2729","1515","2648","851","1352","1194","3297","2101","554","0","1774","2339","820","655","3339","1164","2888","0","2089","851","1","-1","1805","1761","1896","2166","0","1189","2432","2289","570","2607","0","0","0","1803","727","2418","3200","-80","652","4239","1768","361","0","3784","700","0","2013","0","2138","1089","3494","1315","0","855","0","1451","190","0","4029","1114","0","1514","1677","1682","0","1155","0","688","81","0","0","5080","1326","2039","1719","614","0","1238","404","0","920","319","1549","2069","856","0","1791","11564","0","-2527","1","601","533","0","944","1753","1144","587","3794","4918","606","2035","0","0","653","2246","1709","290","1804","330","1248","8229","3992",
"LH","공공분양","서울","사용검사실적","","0","0","0","0","0","0","0","0","36","402","0","0","0","0","0","426","0","0","0","0","-426","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1239","0","0","0","1","0","0","0","0","21","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","398","0","0","0","0","348","0","0",
"LH","공공분양","인천","사용검사실적","","566","0","0","0","0","855","271","0","0","792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","743","0","0","1160","0","0","0","0","0","0","662","0","0","0","0","0","0","0","0","0","0","616","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","920","-920","920","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","246","2277","870",
"LH","공공분양","경기","사용검사실적","","0","0","488","696","2169","660","1762","851","0","0","1541","763","0","0","0","615","820","0","625","1164","2614","0","0","0","1","-1","1075","821","1896","1455","0","1145","1552","1389","570","3381","0","0","0","0","727","2418","-395","0","0","4239","1025","-350","0","1980","700","0","812","0","552","859","1487","0","0","0","0","681","0","0","1526","806","0","898","0","1198","0","1155","0","0","81","0","0","4101","0","800","1719","614","0","210","0","0","0","0","605","804","856","0","1173","6346","0","0","1","601","0","0","0","1267","1144","587","3086","4918","606","1409","0","0","653","1848","1709","290","1402","330","654","4957","2802",
"LH","공공분양","부산","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","900","0","-44","0","0","0","652","0","0","0","-652","652","0","0","0","0","0","0","0","1201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1677","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1239","0","0","0","0","0","0","0","-1239","0","0","0","0","0","486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"LH","공공분양","대구","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1774","0","0","0","0","0","0","0","487","0","0","0","730","730","0","0","0","0","0","0","0","-730","0","0","0","0","0","0","1254","572","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","688","0","0","0","0","0","0","0","0","0","1024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"LH","공공분양","광주","사용검사실적","","0","0","0","727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"LH","공공분양","대전","사용검사실적","","0","0","0","860","0","0","0","0","0","0","0","356","0","0","0","0","0","655","0","0","0","0","0","0","0","0","0","0","0","711","0","0","0","0","0","0","0","0","0","0","0","0","819","0","0","0","0","0","0","0","0","0","0","0","0","230","1345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"LH","공공분양","울산","사용검사실적","","0","0","0","0","0","0","0","0","892","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"LH","공공분양","세종","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","982","0","0","0","0","0","0","1623","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1522","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3574","0","0","0","0","399","0","398","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","995","0",
"LH","공공분양","강원","사용검사실적","","0","0","0","0","560","0","0","0","424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1586","0","0","0","0","855","0","0","190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","979","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"LH","공공분양","충북","사용검사실적","","0","0","314","1074","0","0","0","0","0","0","896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1315","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1326","0","0","0","0","3","0","0","0","0","2","1265","0","0","0","1288","0","-1288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"LH","공공분양","충남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","860","0","0","0","0","0","0","0","543","0","0","0","800","0","0","0","0","0","0","0","0","0","744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","600","0","0","0","0","0","0","0","0","0","0","0","708","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"LH","공공분양","전북","사용검사실적","","560","0","0","0","0","0","0","0","0","0","0","0","554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","711","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","546","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"LH","공공분양","전남","사용검사실적","","0","0","0","624","0","0","204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","851","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","356","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"LH","공공분양","경북","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","484","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","626","0","0","0","0","0","0","0","0","0","0","0",
"LH","공공분양","경남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1298","0","0","0","0","700","0","802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","0","0","0","0","0","0","0","644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","0","320",
"LH","공공분양","제주","사용검사실적","","0","0","0","0","0","0","411","0","0","0","0","0","0","0","0","0","0","0","548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","소계","전국","사용검사실적","","478","3460","1016","1710","852","1185","2364","922","708","1825","2981","1811","1276","299","907","1396","-17","3023","226","5248","-1496","40","1871","7040","1797","871","0","3327","1817","2020","0","991","3054","-79","1461","2313","392","1529","420","532","468","453","1336","794","1401","2961","218","450","70","1184","-70","370","3313","57","1012","84","-117","34","857","4","601","883","-68","2205","0","1323","1615","948","0","0","52","0","176","170","2111","-943","1596","-1617","0","391","234","0","33","614","75","12","-15","920","-920","0","665","0","0","613","0","159","351","0","20","55","0","43","28","173","240","370","109","1483","84","96","0","64","496","91","264","153","136","21","41",
"주택업체","소계","서울","사용검사실적","","0","0","0","50","0","0","0","0","121","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","496","0","0","0","0","-466","0","137","0","-137","277","4","0","84","-128","0","0","0","140","499","0","0","0","156","255","0","0","0","0","0","126","170","0","-170","0","0","0","0","234","0","33","0","75","12","-15","0","0","0","0","0","0","0","0","119","351","0","0","55","0","0","28","126","0","0","1","73","84","96","0","0","0","20","264","153","0","21","40",
"주택업체","소계","인천","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","548","0","0","0","11","0","0","0","0","0","0","8","5","-13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","920","-920","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","0","0","0","0","0","0","71","0","0","0","0","0",
"주택업체","소계","경기","사용검사실적","","378","0","0","0","0","1060","0","0","0","0","2788","627","0","0","0","0","0","2682","-2682","3812","-2682","0","1292","1377","0","0","0","0","0","0","0","948","0","914","0","0","0","0","0","446","0","0","840","0","942","1104","0","16","0","499","0","204","-203","0","1006","0","11","0","12","0","2","24","-26","1194","0","467","0","0","0","0","0","0","50","0","0","0","704","-704","0","0","0","0","0","614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","소계","부산","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","560","0","0","43","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","652","-652","0","0","0","70","0","-70","0","0","0","0","0","0","0","663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","913","-913","0","0","0","0","0","0","0","0","0","0","0","0","665","0","0","0","0","0","0","0","0","0","0","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","소계","대구","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","908","0","0","0","0","0","0","0","0","759","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","5","16","0","0","0","0","0","0","0","16","-16","591","0","0","0","0","0","0","0","0","0","0","477","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64","0","0","0","0","0","0","1",
"주택업체","소계","광주","사용검사실적","","0","0","0","0","0","125","44","0","0","0","117","219","784","0","654","0","-784","43","849","0","0","0","0","601","0","0","0","0","230","69","0","0","0","0","0","76","0","0","0","86","468","0","0","0","414","0","0","0","0","0","0","0","1","9","5","0","0","0","0","0","0","4","-4","0","0","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","소계","대전","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","소계","울산","사용검사실적","","100","0","0","478","0","0","0","30","0","0","0","108","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136","0","0",
"주택업체","소계","세종","사용검사실적","","0","0","0","0","0","0","1029","0","587","965","0","0","0","0","0","0","0","0","0","0","0","0","0","1459","773","0","0","0","1397","0","0","0","0","0","310","0","0","0","0","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","-60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","소계","강원","사용검사실적","","0","0","0","80","0","0","0","0","0","0","-80","122","0","0","0","0","0","298","0","0","920","0","0","1001","0","0","0","0","0","0","0","0","0","0","205","0","0","0","0","0","0","0","0","0","348","299","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","2","-3","0","0","0","0","948","0","0","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","소계","충북","사용검사실적","","0","0","1016","0","0","0","0","892","0","0","0","0","0","0","0","0","989","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","406","0","-406","0","0","0","0","0","0","0","0","1","2","1","0","0","0","1","0","2","1","-3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","소계","충남","사용검사실적","","0","0","0","236","0","0","0","0","0","0","0","0","0","299","0","290","0","0","399","0","0","0","0","0","0","0","0","1965","0","0","0","0","497","0","0","938","0","705","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","소계","전북","사용검사실적","","0","952","0","0","0","0","0","0","0","860","0","175","436","0","210","0","-646","0","0","824","266","0","0","0","0","871","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","-3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","496","0","0","0","0","0","0",
"주택업체","소계","전남","사용검사실적","","0","1340","0","866","0","0","818","0","0","0","0","0","56","0","0","140","424","0","1660","0","0","0","570","0","265","0","0","646","190","926","0","0","993","-993","0","1299","0","0","420","0","0","0","0","0","349","1558","218","900","0","0","0","71","0","0","0","0","0","0","180","0","0","0","0","420","0","0","1360","0","0","0","0","0","0","0","0","21","-21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","496","0","0","0","0","0","0","0","0","0","0","0","140","0","1490","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","소계","경북","사용검사실적","","0","1168","0","0","852","0","473","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","843","0","0","0","0","0","201","0","0","1564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","219","3230","1","0","0","0","0","0","0","388","389","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","소계","경남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","156","0","0","0","0","58","0","0","0","0","0","0","0","1369","0","0","0","0","0","0","0","0","0","0","946","0","0","824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1634","-794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","소계","제주","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","358","0","0","0","360","0","0","0","716","0","384","0","0","0","0","0","0","0","0","0","0","0","0","0","548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","-80","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","국민임대","전국","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","794","-794","0","0","0","0","0","0","0","0","75","0","-75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","국민임대","서울","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0","-75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","국민임대","인천","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","국민임대","경기","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
