항목,시점,특성별,데이터
일반고 (억원),2021,영어,17431
일반고 (억원),2021,수학,22724
일반고 (억원),2021,"사회, 과학",4151
일반고 (억원),2021,논술,705
일반고 (억원),2021,"제2외국어, 한문, 컴퓨터 등",467
일반고 (억원),2021,컴퓨터,148
일반고 (억원),2021,"제2외국어, 한문 등",319
일반고 (억원),2021,"과목: 예체능, 취미·교양 사교육",7601
일반고 (억원),2021,음악,2056
일반고 (억원),2021,미술,3026
일반고 (억원),2021,체육,1434
일반고 (억원),2021,취미·교양,1085
일반고 (억원),2021,과목: 취업관련 사교육,513
일반고 (억원),2021,과목: 진로·진학 학습상담,368
일반고 (억원),2021,유형: 일반교과 사교육,54156
일반고 (억원),2021,개인과외,10142
일반고 (억원),2021,그룹과외,3719
일반고 (억원),2021,학원수강,38567
일반고 (억원),2021,방문학습지,55
일반고 (억원),2021,유료인터넷 및 통신강좌 등,1673
일반고 (억원),2021,"유형: 예체능, 취미·교양 사교육",7601
일반고 (억원),2021,개인과외,1892
일반고 (억원),2021,그룹과외,286
일반고 (억원),2021,학원수강,5285
일반고 (억원),2021,방문수업 및 기타,138
일반고 (억원),2022,전체,66886
일반고 (억원),2022,대도시,31218
일반고 (억원),2022,서울,16657
일반고 (억원),2022,광역시,14561
일반고 (억원),2022,대도시 이외,35668
일반고 (억원),2022,중소도시,29311
일반고 (억원),2022,읍면지역,6357
일반고 (억원),2022,과목: 일반교과 사교육,57629
일반고 (억원),2022,국어,9636
일반고 (억원),2022,영어,18184
일반고 (억원),2022,수학,23750
일반고 (억원),2022,"사회, 과학",4811
일반고 (억원),2022,논술,782
일반고 (억원),2022,"제2외국어, 한문, 컴퓨터 등",465
일반고 (억원),2022,컴퓨터,197
일반고 (억원),2022,"제2외국어, 한문 등",268
일반고 (억원),2022,"과목: 예체능, 취미·교양 사교육",8376
일반고 (억원),2022,음악,2577
일반고 (억원),2022,미술,2922
일반고 (억원),2022,체육,1619
일반고 (억원),2022,취미·교양,1257
일반고 (억원),2022,과목: 취업관련 사교육,431
일반고 (억원),2022,과목: 진로·진학 학습상담,450
일반고 (억원),2022,유형: 일반교과 사교육,57629
일반고 (억원),2022,개인과외,10198
일반고 (억원),2022,그룹과외,3626
일반고 (억원),2022,학원수강,41851
일반고 (억원),2022,방문학습지,53
일반고 (억원),2022,유료인터넷 및 통신강좌 등,1901
일반고 (억원),2022,"유형: 예체능, 취미·교양 사교육",8376
일반고 (억원),2022,개인과외,2317
일반고 (억원),2022,그룹과외,342
일반고 (억원),2022,학원수강,5554
일반고 (억원),2022,방문수업 및 기타,162
